Date, Price 
13-Aug-20,1842
14-Aug-20,1843
17-Aug-20,1877
18-Aug-20,1905
19-Aug-20,1917
20-Aug-20,1930
21-Aug-20,1934
24-Aug-20,1949
25-Aug-20,1940
26-Aug-20,1946
27-Aug-20,1945
28-Aug-20,1949
31-Aug-20,1950
01-Sep-20,2013
02-Sep-20,2041
03-Sep-20,2074
04-Sep-20,2084
07-Sep-20,2097
08-Sep-20,2116
09-Sep-20,2114
10-Sep-20,2115
11-Sep-20,2117
14-Sep-20,2119
15-Sep-20,2166
16-Sep-20,2168
17-Sep-20,2191
18-Sep-20,2226
21-Sep-20,2238
22-Sep-20,2264
23-Sep-20,2246
24-Sep-20,2246
25-Sep-20,2240
28-Sep-20,2236
29-Sep-20,2238
30-Sep-20,2241
01-Oct-20,2267
02-Oct-20,2269
05-Oct-20,2247
06-Oct-20,2246
07-Oct-20,2246
08-Oct-20,2236
09-Oct-20,2235
12-Oct-20,2233
13-Oct-20,2233
14-Oct-20,2233
15-Oct-20,2232
16-Oct-20,2231
19-Oct-20,2230
20-Oct-20,2231
21-Oct-20,2231
22-Oct-20,2228
23-Oct-20,2228
26-Oct-20,2229
27-Oct-20,2229
28-Oct-20,2229
29-Oct-20,2233
30-Oct-20,2233
02-Nov-20,2262
03-Nov-20,2264
04-Nov-20,2267
05-Nov-20,2263
06-Nov-20,2265
09-Nov-20,2279
10-Nov-20,2285
11-Nov-20,2285
12-Nov-20,2302
13-Nov-20,2304
16-Nov-20,2346
17-Nov-20,2359
18-Nov-20,2383
19-Nov-20,2384
20-Nov-20,2403
23-Nov-20,2436
24-Nov-20,2436
25-Nov-20,2442
26-Nov-20,2435
27-Nov-20,2466
30-Nov-20,2482
01-Dec-20,2655
02-Dec-20,2680
03-Dec-20,2724
04-Dec-20,2719
07-Dec-20,2744
08-Dec-20,2790
09-Dec-20,2792
10-Dec-20,2793
11-Dec-20,2791
14-Dec-20,2800
15-Dec-20,3016
16-Dec-20,3045
17-Dec-20,3061
18-Dec-20,3097
21-Dec-20,3097
22-Dec-20,3107
23-Dec-20,3118
24-Dec-20,3129
25-Dec-20,3262
28-Dec-20,3372
29-Dec-20,3374
30-Dec-20,3377
31-Dec-20,3377
01-Jan-21,3763
04-Jan-21,3658
05-Jan-21,3658
06-Jan-21,3750
07-Jan-21,3908
08-Jan-21,4297
11-Jan-21,4320
12-Jan-21,4325
13-Jan-21,4324
14-Jan-21,4328
15-Jan-21,4089
18-Jan-21,4115
19-Jan-21,4075
20-Jan-21,4073
21-Jan-21,4367
22-Jan-21,4391
25-Jan-21,4394
26-Jan-21,4397
27-Jan-21,4399
28-Jan-21,4400
29-Jan-21,4400
01-Feb-21,4407
02-Feb-21,4574
03-Feb-21,4491
04-Feb-21,4355
05-Feb-21,4366
08-Feb-21,4224
09-Feb-21,4385
10-Feb-21,4384
11-Feb-21,4466
12-Feb-21,4468
15-Feb-21,4438
16-Feb-21,4599
17-Feb-21,4596
18-Feb-21,4638
19-Feb-21,4619
22-Feb-21,4538
23-Feb-21,4531
24-Feb-21,4529
25-Feb-21,4529
26-Feb-21,4522
01-Mar-21,4320
02-Mar-21,4292
03-Mar-21,4357
04-Mar-21,4297
05-Mar-21,4468
08-Mar-21,4450
09-Mar-21,4439
10-Mar-21,4431
11-Mar-21,4542
12-Mar-21,4542
15-Mar-21,4251
16-Mar-21,4301
17-Mar-21,4321
18-Mar-21,4323
19-Mar-21,4306
22-Mar-21,4241
23-Mar-21,4255
24-Mar-21,4451
25-Mar-21,4451
26-Mar-21,4437
29-Mar-21,4436
30-Mar-21,4435
31-Mar-21,4437
01-Apr-21,4443
02-Apr-21,4460
05-Apr-21,4460
06-Apr-21,4459
07-Apr-21,4478
08-Apr-21,4521
09-Apr-21,4559
12-Apr-21,4558
13-Apr-21,4557
14-Apr-21,4568
15-Apr-21,4617
16-Apr-21,4657
19-Apr-21,4723
20-Apr-21,4732
21-Apr-21,4686
22-Apr-21,4680
23-Apr-21,4687
26-Apr-21,4690
27-Apr-21,4688
28-Apr-21,4686
29-Apr-21,4682
30-Apr-21,4685
03-May-21,4893
04-May-21,4898
05-May-21,4989
06-May-21,5001
07-May-21,5006
10-May-21,5176
11-May-21,5419
12-May-21,5432
13-May-21,5433
14-May-21,5433
17-May-21,5557
18-May-21,5613
19-May-21,5487
20-May-21,5528
21-May-21,5537
24-May-21,5831
25-May-21,5832
26-May-21,5847
27-May-21,5959
28-May-21,6071
31-May-21,6071
01-Jun-21,6242
02-Jun-21,6274
03-Jun-21,6323
04-Jun-21,6346
07-Jun-21,6443
08-Jun-21,6555
09-Jun-21,6555
10-Jun-21,6664
11-Jun-21,6663
14-Jun-21,6687
15-Jun-21,6958
16-Jun-21,6904
17-Jun-21,6753
18-Jun-21,6754
21-Jun-21,6772
22-Jun-21,6711
23-Jun-21,6721
24-Jun-21,6781
25-Jun-21,6781
28-Jun-21,6790
29-Jun-21,6796
30-Jun-21,6851
01-Jul-21,7207
02-Jul-21,7207
05-Jul-21,7225
06-Jul-21,7578
07-Jul-21,7583
08-Jul-21,7829
09-Jul-21,7930
12-Jul-21,7987
13-Jul-21,8003
14-Jul-21,8012
15-Jul-21,8008
16-Jul-21,7981
19-Jul-21,8400
20-Jul-21,8400
21-Jul-21,8400
22-Jul-21,9713
23-Jul-21,10081
26-Jul-21,10176
27-Jul-21,10178
28-Jul-21,10174
29-Jul-21,10175
30-Jul-21,10175
02-Aug-21,10517
03-Aug-21,10536
04-Aug-21,10537
05-Aug-21,10540
06-Aug-21,9770
09-Aug-21,9568
10-Aug-21,9588
11-Aug-21,9580
12-Aug-21,9574
13-Aug-21,9531
16-Aug-21,9603
17-Aug-21,9601
18-Aug-21,10282
19-Aug-21,10289
20-Aug-21,10347
23-Aug-21,10343
24-Aug-21,10316
25-Aug-21,10316
26-Aug-21,10321
27-Aug-21,10321
30-Aug-21,10321
31-Aug-21,10321
01-Sep-21,10534
02-Sep-21,10532
03-Sep-21,10888
06-Sep-21,11049
07-Sep-21,11096
08-Sep-21,11134
09-Sep-21,11137
10-Sep-21,11127
13-Sep-21,11134
14-Sep-21,11129
15-Sep-21,11129
16-Sep-21,10794
17-Sep-21,10794
20-Sep-21,10796
21-Sep-21,10663
22-Sep-21,10903
23-Sep-21,10920
24-Sep-21,10916
27-Sep-21,10923
28-Sep-21,10923
29-Sep-21,10923
30-Sep-21,9940
01-Oct-21,9877
04-Oct-21,10073
05-Oct-21,10097
06-Oct-21,10097
07-Oct-21,10097
08-Oct-21,9382
11-Oct-21,10400
12-Oct-21,10400
13-Oct-21,10401
14-Oct-21,10401
15-Oct-21,10378
18-Oct-21,10357
19-Oct-21,10359
20-Oct-21,10407
21-Oct-21,9977
22-Oct-21,9974
25-Oct-21,9979
26-Oct-21,9985
27-Oct-21,9980
28-Oct-21,10830
29-Oct-21,10833
01-Nov-21,10521
02-Nov-21,10519
03-Nov-21,10519
04-Nov-21,10530
05-Nov-21,10538
08-Nov-21,10525
09-Nov-21,9160
10-Nov-21,9125
11-Nov-21,9137
12-Nov-21,9107
15-Nov-21,9115
16-Nov-21,9115
17-Nov-21,9134
18-Nov-21,9290
19-Nov-21,9356
22-Nov-21,9357
23-Nov-21,9357
24-Nov-21,9352
25-Nov-21,9346
26-Nov-21,9346
29-Nov-21,9364
30-Nov-21,9360
01-Dec-21,9441
02-Dec-21,9485
03-Dec-21,9474
06-Dec-21,9553
07-Dec-21,9530
08-Dec-21,9562
09-Dec-21,9549
10-Dec-21,9554
13-Dec-21,9565
14-Dec-21,9562
15-Dec-21,9495
16-Dec-21,9495
17-Dec-21,9449
20-Dec-21,9437
21-Dec-21,9438
22-Dec-21,9438
23-Dec-21,9438
24-Dec-21,9435
27-Dec-21,9432
28-Dec-21,9429
29-Dec-21,9223
30-Dec-21,9191
31-Dec-21,9192
03-Jan-22,9142
04-Jan-22,9363
05-Jan-22,8917
06-Jan-22,8949
07-Jan-22,9466
10-Jan-22,9537
11-Jan-22,9500
12-Jan-22,9538
13-Jan-22,9534
14-Jan-22,9523
17-Jan-22,9634
18-Jan-22,9604
19-Jan-22,9604
20-Jan-22,9781
21-Jan-22,9778
24-Jan-22,9821
25-Jan-22,9819
26-Jan-22,9819
27-Jan-22,9810
28-Jan-22,9762
31-Jan-22,9776
01-Feb-22,9627
02-Feb-22,9625
03-Feb-22,9629
04-Feb-22,9643
07-Feb-22,9621
08-Feb-22,9621
09-Feb-22,9601
10-Feb-22,9597
11-Feb-22,9701
14-Feb-22,9797
15-Feb-22,9757
16-Feb-22,9752
17-Feb-22,9710
18-Feb-22,9710
21-Feb-22,9704
22-Feb-22,9704
23-Feb-22,9858
24-Feb-22,9861
25-Feb-22,9820
28-Feb-22,9838
01-Mar-22,9743
02-Mar-22,9742
03-Mar-22,9745
04-Mar-22,9719
07-Mar-22,9726
08-Mar-22,9802
09-Mar-22,9809
10-Mar-22,9773
11-Mar-22,9775
14-Mar-22,9613
15-Mar-22,9501
16-Mar-22,9454
17-Mar-22,9435
18-Mar-22,9437
21-Mar-22,9423
22-Mar-22,9431
23-Mar-22,9419
24-Mar-22,9419
