Date, Price 
02-Apr-21,7299
05-Apr-21,7299
06-Apr-21,7280
07-Apr-21,7301
08-Apr-21,7294
09-Apr-21,7294
12-Apr-21,7297
13-Apr-21,7297
14-Apr-21,7297
15-Apr-21,7372
16-Apr-21,7506
19-Apr-21,7802
20-Apr-21,7807
21-Apr-21,7762
22-Apr-21,7795
23-Apr-21,7730
26-Apr-21,7730
27-Apr-21,7730
28-Apr-21,7730
29-Apr-21,7748
30-Apr-21,7765
03-May-21,8044
04-May-21,8044
05-May-21,8169
06-May-21,8248
07-May-21,8248
10-May-21,8247
11-May-21,8247
12-May-21,8331
13-May-21,8345
14-May-21,8345
17-May-21,8565
18-May-21,8805
19-May-21,8945
20-May-21,9042
21-May-21,9042
24-May-21,9178
25-May-21,9183
26-May-21,9220
27-May-21,9871
28-May-21,9935
31-May-21,9935
01-Jun-21,10537
02-Jun-21,10627
03-Jun-21,10681
04-Jun-21,10681
07-Jun-21,10882
08-Jun-21,11037
09-Jun-21,11037
10-Jun-21,11037
11-Jun-21,11037
14-Jun-21,11037
15-Jun-21,11352
16-Jun-21,10989
17-Jun-21,10981
18-Jun-21,10981
21-Jun-21,10989
22-Jun-21,10972
23-Jun-21,11031
24-Jun-21,11031
25-Jun-21,10870
28-Jun-21,10921
29-Jun-21,10961
30-Jun-21,11199
01-Jul-21,11858
02-Jul-21,11858
05-Jul-21,11913
06-Jul-21,11913
07-Jul-21,11913
08-Jul-21,13073
09-Jul-21,13073
12-Jul-21,13281
13-Jul-21,13281
14-Jul-21,13281
15-Jul-21,13040
16-Jul-21,13055
19-Jul-21,13209
20-Jul-21,13209
21-Jul-21,13209
22-Jul-21,13202
23-Jul-21,13209
26-Jul-21,13706
27-Jul-21,13706
28-Jul-21,13706
29-Jul-21,13706
30-Jul-21,13706
02-Aug-21,13689
03-Aug-21,13836
04-Aug-21,13836
05-Aug-21,13836
06-Aug-21,13896
09-Aug-21,14163
10-Aug-21,14141
11-Aug-21,14141
12-Aug-21,14141
13-Aug-21,14141
16-Aug-21,14038
17-Aug-21,14038
18-Aug-21,14038
19-Aug-21,14086
20-Aug-21,14086
23-Aug-21,14016
24-Aug-21,13858
25-Aug-21,13858
26-Aug-21,13858
27-Aug-21,13855
30-Aug-21,13855
31-Aug-21,13855
01-Sep-21,13878
02-Sep-21,13878
03-Sep-21,13878
06-Sep-21,14029
07-Sep-21,14184
08-Sep-21,14299
09-Sep-21,14299
10-Sep-21,14292
13-Sep-21,14299
14-Sep-21,14299
15-Sep-21,14431
16-Sep-21,14431
17-Sep-21,14431
20-Sep-21,14431
21-Sep-21,14431
22-Sep-21,14756
23-Sep-21,14756
24-Sep-21,14756
27-Sep-21,14756
28-Sep-21,14756
29-Sep-21,14756
30-Sep-21,14756
01-Oct-21,14492
04-Oct-21,14492
05-Oct-21,14492
06-Oct-21,14492
07-Oct-21,14493
08-Oct-21,14497
11-Oct-21,14492
12-Oct-21,14492
13-Oct-21,14492
14-Oct-21,14492
15-Oct-21,14376
18-Oct-21,14259
19-Oct-21,14259
20-Oct-21,14259
21-Oct-21,14259
22-Oct-21,14241
25-Oct-21,14241
26-Oct-21,14259
27-Oct-21,14259
28-Oct-21,14259
29-Oct-21,14259
01-Nov-21,14219
02-Nov-21,14219
03-Nov-21,14219
04-Nov-21,14219
05-Nov-21,14219
08-Nov-21,14219
09-Nov-21,14219
10-Nov-21,14219
11-Nov-21,14219
12-Nov-21,14219
15-Nov-21,14267
16-Nov-21,14267
17-Nov-21,14381
18-Nov-21,14381
19-Nov-21,14381
22-Nov-21,14381
23-Nov-21,14381
24-Nov-21,14360
25-Nov-21,14360
26-Nov-21,14360
29-Nov-21,14381
30-Nov-21,14386
01-Dec-21,14320
02-Dec-21,14320
03-Dec-21,14320
06-Dec-21,14498
07-Dec-21,14498
08-Dec-21,14498
09-Dec-21,14498
10-Dec-21,14498
13-Dec-21,14498
14-Dec-21,14498
15-Dec-21,14495
16-Dec-21,14495
17-Dec-21,14495
20-Dec-21,14495
21-Dec-21,14495
22-Dec-21,14495
23-Dec-21,14495
24-Dec-21,14495
27-Dec-21,14495
28-Dec-21,14495
29-Dec-21,14425
30-Dec-21,14205
31-Dec-21,14205
03-Jan-22,14240
04-Jan-22,14240
05-Jan-22,14240
06-Jan-22,14240
07-Jan-22,14387
10-Jan-22,14572
11-Jan-22,14440
12-Jan-22,14440
13-Jan-22,14440
14-Jan-22,14268
17-Jan-22,14142
18-Jan-22,14314
19-Jan-22,14314
20-Jan-22,15061
21-Jan-22,15061
24-Jan-22,15061
25-Jan-22,15061
26-Jan-22,15061
27-Jan-22,15061
28-Jan-22,14751
31-Jan-22,14758
01-Feb-22,14743
02-Feb-22,14737
03-Feb-22,14737
04-Feb-22,14664
07-Feb-22,14483
08-Feb-22,14483
09-Feb-22,14483
10-Feb-22,14483
11-Feb-22,14483
14-Feb-22,14483
15-Feb-22,14269
16-Feb-22,14269
17-Feb-22,14269
18-Feb-22,14269
21-Feb-22,14269
22-Feb-22,14269
23-Feb-22,14269
24-Feb-22,14269
25-Feb-22,14048
28-Feb-22,14048
01-Mar-22,13509
02-Mar-22,13509
03-Mar-22,13509
04-Mar-22,13350
07-Mar-22,13350
08-Mar-22,13495
09-Mar-22,13495
10-Mar-22,13283
11-Mar-22,13283
14-Mar-22,13283
15-Mar-22,12723
16-Mar-22,12564
17-Mar-22,12564
18-Mar-22,12564
21-Mar-22,12564
22-Mar-22,12564
23-Mar-22,12106
24-Mar-22,12106
